operation_date,document_number,debit,credit,amount,direction,counterparty_name,counterparty_inn,counterparty_kpp,counterparty_account,counterparty_bik,counterparty_bank_name,payment_purpose,debtor_code,document_type,source_file,source_file_path,source_file_hash,source_sheet,source_row_number
2025-10-02,3387,0.0,29060.0,29060.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810740000078263 в ПАО Сбербанк г Москва",9723095473,772301001,40702810740000078263,044525225,ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ОДИНЦОВСКИЙ Г ЗВЕНИГОРОД УЛЛЕРМОНТОВА СТР38А. СУММА 29060-00 В Т.Ч. НДС(10%) 2641-82,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2837
2025-10-02,3529,0.0,31270.0,31270.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810540000092151 в ПАО Сбербанк г Москва",9723095473,772301001,40702810540000092151,044525225,ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ПОДОЛЬСК Г ПОДОЛЬСК ДОМОДЕДОВСКОЕ Ш Д16 СТР1. СУММА 31270-00 В Т.Ч. НДС(10%) 2842-73,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2838
2025-10-03,3705,0.0,16533.4,16533.4,credit,"ООО ""ТОРГСЕРВИС 71""",7106023201,710601001,40702810166000015986,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г Тула,Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Плавск Островского 7. Сумма 16533-40 В т.ч. НДС(10%) 1503-04,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2806
2025-10-03,3347,0.0,19499.6,19499.6,credit,"ООО ""ТОРГСЕРВИС 71""",7106023201,710601001,40702810866000016696,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г Тула,Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Заокский Автодорожная 1Б. Сумма 19499-60 В т.ч. НДС(10%) 1772-69,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2807
2025-10-03,4621,0.0,18630.2,18630.2,credit,"ООО ""ТОРГСЕРВИС 71""",7106023201,713001001,40702810766000016712,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г Тула,Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Киреевск Геологов 1а. Сумма 18630-20 В т.ч. НДС(10%) 1693-65,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2808
2025-10-03,3971,0.0,27139.8,27139.8,credit,"ООО ""ТОРГСЕРВИС 71""",7106023201,710445003,40702810166000014424,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г Тула,Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Тула Веневское 6. Сумма 27139-80 В т.ч. НДС(10%) 2467-25,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2809
2025-10-03,3366,0.0,41460.0,41460.0,credit,"ООО ""ТОРГСЕРВИС 150""",9723095473,772301001,40702810240000077845,044525225,ПАО Сбербанк г Москва,Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 Москва вт Бутырский прдОгородный д10 стр4 пом26/1. Сумма 41460-00 В т.ч. НДС(10%) 3769-09,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2810
2025-10-03,2072,0.0,9280.0,9280.0,credit,"ООО ""ТОРГСЕРВИС 150""",9723095473,772301001,40702810340000426859,044525225,ПАО Сбербанк г Москва,Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 Москва вт Лианозово ул Илимская д 3Г. Сумма 9280-00 В т.ч. НДС(10%) 843-64,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2811
2025-10-03,2640,0.0,26950.0,26950.0,credit,"ООО ""ТОРГСЕРВИС 150""",9723095473,772301001,40702810840000426087,044525225,ПАО Сбербанк г Москва,Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 МО го Ленинский Молоково Володарское ш. 2В. Сумма 26950-00 В т.ч. НДС(10%) 2450-00,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2812
2025-10-03,4265,0.0,42048.2,42048.2,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810866000016175 в ПАО Сбербанк г Москва",7106023201,710601001,40702810866000016175,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕР БАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 АЛЕКСИН ТУЛЬСКАЯ ЗД 141 К1. СУММА 42048-20 В Т.Ч. НДС(10%) 3822-56,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2813
2025-10-03,2171,0.0,5537.27,5537.27,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810866710000112 в ПАО Сбербанк г Москва",7106023201,710601001,40702810866710000112,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕР БАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ОРЕЛ РОСТОВСКАЯ 13. СУММА 5537-27 В Т.Ч. НДС(10%) 503-39,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2814
2025-10-03,3986,0.0,18333.95,18333.95,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810966000015377 в ПАО Сбербанк г Москва",7106023201,710601001,40702810966000015377,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕР БАНК,"ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 МАЛОАРХАНГЕЛЬСК, КАЛИНИНА 13. СУММА 18333-95 В Т.Ч. НДС(10%) 1666-72",,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2815
2025-10-03,3934,0.0,32730.0,32730.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810240000066982 в ПАО Сбербанк г Москва",5033001802,503001001,40702810240000066982,044525225,ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО ГО МЫТИЩИ Д ГРИБКИ ДМИТРОВСКОЕ Ш СТР 58/8. СУММА 32730-00 В Т.Ч. НДС(10%) 2975-45,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2816
2025-10-03,2051,0.0,28550.0,28550.0,credit,"ООО ""ТОРГСЕРВИС 50"" Р/С 40702810440000095193 в ПАО Сбербанк г Москва",5033001802,503001001,40702810440000095193,044525225,ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС50/25-241ПМСК ОТ 31.12.2024 МО ЛЮБЕРЦЫ ТОМИЛИНО 25ЙКМНОВОРЯЗАНСКОГО Ш Д16СТР36. СУММА 28550-00 В Т.Ч. НДС(10%) 2595-45,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2817
2025-10-03,9601,0.0,19959.38,19959.38,credit,"ООО ""ВОСТОРГ 76"" Р/С 40702810177030042119 в ПАО Сбербанк г Москва",7604336782,760401001,40702810177030042119,042908612,КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕ РБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 ТАМБОВ АВИАЦИОННАЯ 141АСУММА 19959-38В Т.Ч. НДС(10%) 1814-49,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2818
2025-10-03,10028,0.0,6862.56,6862.56,credit,"ООО ""ВОСТОРГ 76"" Р/С 40702810077030022886 в ПАО Сбербанк г Москва",7604336782,760401001,40702810077030022886,042908612,КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕ РБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 ВОРОНЕЖ МАРШАЛА ЖУКОВА 15СУММА 6862-56В Т.Ч. НДС(10%) 623-87,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2819
2025-10-03,620,18000.0,0.0,-18000.0,debit,"ООО ""ФИРМА ОКЕЙ""",7104009755,710501001,40702810101250002520,044525411,"Филиал ""Центральный"" Банка ВТБ (ПАО) г Москва","Оплата по счету № 2473 от 29.09.2025. за аренду нежилого помещения в октябре 2025г. В том числе НДС 5%, 857.14 руб.",,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2820
2025-10-03,621,81700.0,0.0,-81700.0,debit,"ООО ""ФРУТКРЕМ БЕЛОВА""",9721216274,772101001,40702810138000409347,044525225,ПАО Сбербанк г Москва,"Оплата по счету № 195 от 19.09.2025г за начинку кондитерскую со вкусом ванили. В том числе НДС 20%, 13616.67 руб.",,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2821
2025-10-03,619,1575.0,0.0,-1575.0,debit,"АО ""ТЕЛЕ-СЕРВИС ТУЛА""",7107052212,710701001,40702810466060031134,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г Тула,"оплата по счету № 21750 от 01.10.2025. абонентская плата за октябрь 2025г.В том числе НДС 5%, 75.00 руб.",,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2822
2025-10-03,622,65000.0,0.0,-65000.0,debit,"АО ""ТУЛАХЛЕБОПРОДУКТ""",7106003406,710601001,40702810466000001894,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г Тула,"Оплата по упд № 1209-0000006 от 12.09.2025. за муку пшеничную хлебопекарную в/с. В том числе НДС 10%, 5909.09 руб.",,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2823
2025-10-03,624,38168.0,0.0,-38168.0,debit,"ООО ""ТК ""ШЕБЕКИНСКИЙ КАРТОН""",3120101528,312001001,40702810807000003563,041403633,БЕЛГОРОДСКОЕ ОТДЕЛЕНИЕ N8592 ПАО СБЕРБАНК г Белгород,"Оплата по УПД № 2299 от 21.09.2025 за гофролоток 295 195 76. частично. В том числе НДС 20%, 6361.33 руб.",,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2824
2025-10-03,9143,0.0,10772.85,10772.85,credit,"ООО ""ВОСТОРГ 76"" Р/С 40702810677030023065 в ПАО Сбербанк г Москва",7604336782,760401001,40702810677030023065,042908612,КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕ РБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 ВОРОНЕЖ 45-Й СТРЕЛКОВОЙ ДИВИЗИИ 255ВСУММА 10772-85В Т.Ч. НДС(10%) 979-35,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2825
2025-10-03,8126,0.0,21240.26,21240.26,credit,"ООО ""ВОСТОРГ 76"" Р/С 40702810477030024633 в ПАО Сбербанк г Москва",7604336782,760401001,40702810477030024633,042908612,КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕ РБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 ВОРОНЕЖ МАШИНОСТРОИТЕЛЕЙ 24СУММА 21240-26В Т.Ч. НДС(10%) 1930-93,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2826
2025-10-03,625,10000.0,0.0,-10000.0,debit,Казначейство России ( ФНС России),7727406020,770801001,03100643000000018500,017003983,ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г Тула,Единый налоговый платеж. НДС не облагается,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2827
2025-10-03,8781,0.0,5014.17,5014.17,credit,"ООО ""ВОСТОРГ 76"" Р/С 40702810377030021309 в ПАО Сбербанк г Москва",7604336782,760401001,40702810377030021309,042908612,КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕ РБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 БЕЛГОРОД 5-Й ЗАВОДСКОЙ 11СУММА 5014-17В Т.Ч. НДС(10%) 455-83,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2828
2025-10-03,9448,0.0,7938.64,7938.64,credit,"ООО ""ВОСТОРГ 76"" Р/С 40702810230000007420 в ПАО Сбербанк г Москва",7604336782,760401001,40702810230000007420,040349602,КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 СТАРЫЙ ОСКОЛ ВАТУТИНА 38СУММА 7938-64В Т.Ч. НДС(10%) 721-69,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2829
2025-10-03,7012,0.0,3735.4,3735.4,credit,"ООО ""ВОСТОРГ 76"" Р/С 40702810630000048160 в ПАО Сбербанк г Москва",7604336782,760401001,40702810630000048160,040349602,КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 ЭЛЕКТРОСТАЛЬ ТЕВОСЯНА 25СУММА 3735-40В Т.Ч. НДС(10%) 339-58,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2830
2025-10-03,8212,0.0,2141.8,2141.8,credit,"ООО ""ВОСТОРГ 76"" Р/С 40702810130000042967 в ПАО Сбербанк г Москва",7604336782,760401001,40702810130000042967,040349602,КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 ПОДОЛЬСК ЗАГОРОДНАЯ 1СУММА 2141-80В Т.Ч. НДС(10%) 194-71,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2831
2025-10-06,3077,0.0,7965.8,7965.8,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810666000001759 в ПАО Сбербанк г Москва",7106023201,713001001,40702810666000001759,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕР БАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ЯСНОГОРСК КОМСОМОЛЬСКИЙ. СУММА 7965-80 В Т.Ч. НДС(10%) 724-16,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2781
2025-10-06,3543,0.0,12081.8,12081.8,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810166000008715 в ПАО Сбербанк г Москва",7106023201,713001001,40702810166000008715,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕР БАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ЩЕКИНО ЭНЕРГЕТИКОВ 15. СУММА 12081 -80 В Т.Ч. НДС(10%) 1098-35,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2782
2025-10-06,3205,0.0,20037.4,20037.4,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810266000016704 в ПАО Сбербанк г Москва",7106023201,713001001,40702810266000016704,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕР БАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 СУВОРОВ ЧАЙКОВСКОГО 14А. СУММА 20037-40 В Т.Ч. НДС(10%) 1821-58,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2783
2025-10-06,2016,0.0,10440.0,10440.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810640000075201 в ПАО Сбербанк г Москва",9723095473,772301001,40702810640000075201,044525225,ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МОСКВА ВТ МИТИНО ПЯТНИЦКОЕ Ш Д 3. СУММА 10440-00 В Т.Ч. НДС(10%) 949-09,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2784
2025-10-06,3828,0.0,24490.0,24490.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810240000092419 в ПАО Сбербанк г Москва",9723095473,772301001,40702810240000092419,044525225,ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МОСКВА ВТ ОТРАДНОЕ ПРД ЮРЛОВСКИЙ Д 13 ПОМ 1М. СУММА 24490-00 В Т.Ч. НДС(10%) 2226-36,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2785
2025-10-06,3692,0.0,18100.0,18100.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810740000426857 в ПАО Сбербанк г Москва",9723095473,772301001,40702810740000426857,044525225,ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ОДИНЦОВСКИЙ Г ГОЛИЦЫНО МОЖАЙСКОЕ Ш Д 77 СТР2. СУММА 18100-00 В Т.Ч. НДС(10%) 1645-45,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2786
2025-10-06,3402,0.0,16600.0,16600.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810040000078251 в ПАО Сбербанк г Москва",9723095473,772301001,40702810040000078251,044525225,ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО Г ЧЕХОВ УЛ КОМСОМОЛЬСКАЯ СТР 23 К 3. СУММА 16600-00 В Т.Ч. НДС(10%) 1509-09,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2787
2025-10-06,3795,0.0,52160.0,52160.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810540000075440 в ПАО Сбербанк г Москва",9723095473,504845001,40702810540000075440,044525225,ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО Г ЧЕХОВ УЛ САДОВАЯ Д 4 СТР 1. СУММА 52160-00 В Т.Ч. НДС(10%)4741-82,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2788
2025-10-06,2610,0.0,66850.0,66850.0,credit,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810640000407989 в ПАО Сбербанк г Москва",9723095473,772301001,40702810640000407989,044525225,ПАО СБЕРБАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 МО ГО ПОДОЛЬСК МКР КЛИМОВСК УЛ МОСКОВСКАЯ Д 15А. СУММА 66850-00В Т.Ч. НДС(10%) 6077-27,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,2789
